Path,Line,Tag,Text,ContextBefore,ContextAfter
spec\BACKLOG.md,135,STUB,| D-008 | Write bbs.md stub | docs/interop | ✅ DONE | Interop Engineer | docs/interop/bbs.md exists |,| D-007 | Write sd-jwt.md stub | docs/interop | ✅ DONE | Interop Engineer | docs/interop/sd-jwt.md exists |,
spec\BACKLOG.md,185,STUB,- Use stub clients for offline development,### Mitigation,- Implement multiple canonical JSON options
spec\PARITY-RESOLVER-REGISTRAR.md,12,TODO,| **@context** | Must validate and return | Must validate on input | ❌ TODO |,|---------|------------------|-------------------|-------------------|,| **id** | Must match resolved DID | Must match registration DID | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,13,TODO,| **id** | Must match resolved DID | Must match registration DID | ❌ TODO |,| **@context** | Must validate and return | Must validate on input | ❌ TODO |,| **controller** | Return as stored | Validate controller format | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,14,TODO,| **controller** | Return as stored | Validate controller format | ❌ TODO |,| **id** | Must match resolved DID | Must match registration DID | ❌ TODO |,| **verificationMethod** | Return with full details | Validate VM structure | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,15,TODO,| **verificationMethod** | Return with full details | Validate VM structure | ❌ TODO |,| **controller** | Return as stored | Validate controller format | ❌ TODO |,| **authentication** | Return reference/embed | Validate references exist | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,16,TODO,| **authentication** | Return reference/embed | Validate references exist | ❌ TODO |,| **verificationMethod** | Return with full details | Validate VM structure | ❌ TODO |,| **assertionMethod** | Return reference/embed | Validate references exist | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,17,TODO,| **assertionMethod** | Return reference/embed | Validate references exist | ❌ TODO |,| **authentication** | Return reference/embed | Validate references exist | ❌ TODO |,| **service** | Return service endpoints | Validate service format | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,18,TODO,| **service** | Return service endpoints | Validate service format | ❌ TODO |,| **assertionMethod** | Return reference/embed | Validate references exist | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,24,TODO,"| **type** | ""AccumulateKeyPage"" | Must be ""AccumulateKeyPage"" | ❌ TODO |",|----------|----------------|-----------------|-------------------|,"| **keyPageUrl** | Return as ""acc://..."" | Validate ""acc://..."" format | ❌ TODO |"
spec\PARITY-RESOLVER-REGISTRAR.md,25,TODO,"| **keyPageUrl** | Return as ""acc://..."" | Validate ""acc://..."" format | ❌ TODO |","| **type** | ""AccumulateKeyPage"" | Must be ""AccumulateKeyPage"" | ❌ TODO |",| **threshold** | Return as number | Validate positive integer | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,26,TODO,| **threshold** | Return as number | Validate positive integer | ❌ TODO |,"| **keyPageUrl** | Return as ""acc://..."" | Validate ""acc://..."" format | ❌ TODO |",| **controller** | Return DID reference | Validate matches DID | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,27,TODO,| **controller** | Return DID reference | Validate matches DID | ❌ TODO |,| **threshold** | Return as number | Validate positive integer | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,33,TODO,| **versionId** | From stored metadata | Generate on create/update | ❌ TODO |,|-------|----------------|---------------------|-------------------|,| **created** | First version timestamp | Set on create | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,34,TODO,| **created** | First version timestamp | Set on create | ❌ TODO |,| **versionId** | From stored metadata | Generate on create/update | ❌ TODO |,| **updated** | Latest version timestamp | Set on update | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,35,TODO,| **updated** | Latest version timestamp | Set on update | ❌ TODO |,| **created** | First version timestamp | Set on create | ❌ TODO |,| **deactivated** | Boolean from document | Set on deactivate | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,36,TODO,| **deactivated** | Boolean from document | Set on deactivate | ❌ TODO |,| **updated** | Latest version timestamp | Set on update | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,44,TODO,| **Key Ordering** | Lexicographic sort | Lexicographic sort | ❌ TODO |,|------|------------------------|-------------------------|--------|,| **Whitespace** | No extra whitespace | No extra whitespace | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,45,TODO,| **Whitespace** | No extra whitespace | No extra whitespace | ❌ TODO |,| **Key Ordering** | Lexicographic sort | Lexicographic sort | ❌ TODO |,| **Number Format** | No trailing zeros | No trailing zeros | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,46,TODO,| **Number Format** | No trailing zeros | No trailing zeros | ❌ TODO |,| **Whitespace** | No extra whitespace | No extra whitespace | ❌ TODO |,| **String Escaping** | Minimal escaping | Minimal escaping | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,47,TODO,| **String Escaping** | Minimal escaping | Minimal escaping | ❌ TODO |,| **Number Format** | No trailing zeros | No trailing zeros | ❌ TODO |,| **Duplicate Keys** | Reject on parse | Reject on validation | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,48,TODO,| **Duplicate Keys** | Reject on parse | Reject on validation | ❌ TODO |,| **String Escaping** | Minimal escaping | Minimal escaping | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,54,TODO,| **Algorithm** | SHA-256 | SHA-256 | ❌ TODO |,|--------|----------|-----------|-------------------|,| **Input Format** | Canonical JSON | Canonical JSON | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,55,TODO,| **Input Format** | Canonical JSON | Canonical JSON | ❌ TODO |,| **Algorithm** | SHA-256 | SHA-256 | ❌ TODO |,"| **Output Format** | ""sha256:..."" | ""sha256:..."" | ❌ TODO |"
spec\PARITY-RESOLVER-REGISTRAR.md,56,TODO,"| **Output Format** | ""sha256:..."" | ""sha256:..."" | ❌ TODO |",| **Input Format** | Canonical JSON | Canonical JSON | ❌ TODO |,| **Verification** | Compare stored hash | Generate content hash | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,57,TODO,| **Verification** | Compare stored hash | Generate content hash | ❌ TODO |,"| **Output Format** | ""sha256:..."" | ""sha256:..."" | ❌ TODO |",
spec\PARITY-RESOLVER-REGISTRAR.md,65,TODO,| **Case Sensitivity** | Convert to lowercase | Convert to lowercase | ❌ TODO |,|------|----------------------|------------------------|--------|,| **Trailing Dots** | Remove trailing dots | Remove trailing dots | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,66,TODO,| **Trailing Dots** | Remove trailing dots | Remove trailing dots | ❌ TODO |,| **Case Sensitivity** | Convert to lowercase | Convert to lowercase | ❌ TODO |,| **Query Parameters** | Preserve order | N/A (not used) | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,67,TODO,| **Query Parameters** | Preserve order | N/A (not used) | ❌ TODO |,| **Trailing Dots** | Remove trailing dots | Remove trailing dots | ❌ TODO |,| **Fragments** | Preserve as-is | Validate if present | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,68,TODO,| **Fragments** | Preserve as-is | Validate if present | ❌ TODO |,| **Query Parameters** | Preserve order | N/A (not used) | ❌ TODO |,| **Path Components** | Support dereferencing | Validate but don't use | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,69,TODO,| **Path Components** | Support dereferencing | Validate but don't use | ❌ TODO |,| **Fragments** | Preserve as-is | Validate if present | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,75,TODO,| **Character Set** | [a-zA-Z0-9.-_] | [a-zA-Z0-9.-_] | ❌ TODO |,|----------------|----------|-----------|--------|,| **Dot Placement** | No leading/trailing | No leading/trailing | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,76,TODO,| **Dot Placement** | No leading/trailing | No leading/trailing | ❌ TODO |,| **Character Set** | [a-zA-Z0-9.-_] | [a-zA-Z0-9.-_] | ❌ TODO |,| **Length Limits** | Accumulate limits | Accumulate limits | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,77,TODO,| **Length Limits** | Accumulate limits | Accumulate limits | ❌ TODO |,| **Dot Placement** | No leading/trailing | No leading/trailing | ❌ TODO |,| **Reserved Names** | Check reserved list | Check reserved list | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,78,TODO,| **Reserved Names** | Check reserved list | Check reserved list | ❌ TODO |,| **Length Limits** | Accumulate limits | Accumulate limits | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,86,TODO,| **DID Not Found** | `notFound` (404) | `notFound` (404) | ❌ TODO |,|----------------|----------------|-----------------|--------|,| **Invalid DID Syntax** | `invalidDid` (400) | `invalidDid` (400) | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,87,TODO,| **Invalid DID Syntax** | `invalidDid` (400) | `invalidDid` (400) | ❌ TODO |,| **DID Not Found** | `notFound` (404) | `notFound` (404) | ❌ TODO |,| **Deactivated DID** | `deactivated` (410) | `conflict` (409) | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,88,TODO,| **Deactivated DID** | `deactivated` (410) | `conflict` (409) | ❌ TODO |,| **Invalid DID Syntax** | `invalidDid` (400) | `invalidDid` (400) | ❌ TODO |,| **Unauthorized** | N/A | `unauthorized` (403) | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,89,TODO,| **Unauthorized** | N/A | `unauthorized` (403) | ❌ TODO |,| **Deactivated DID** | `deactivated` (410) | `conflict` (409) | ❌ TODO |,| **Invalid Document** | N/A | `invalidDocument` (400) | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,90,TODO,| **Invalid Document** | N/A | `invalidDocument` (400) | ❌ TODO |,| **Unauthorized** | N/A | `unauthorized` (403) | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,96,TODO,| **error** | Error code string | Error code string | ❌ TODO |,|-------|----------|-----------|-------------------|,| **message** | Human readable | Human readable | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,97,TODO,| **message** | Human readable | Human readable | ❌ TODO |,| **error** | Error code string | Error code string | ❌ TODO |,| **details** | Additional context | Additional context | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,98,TODO,| **details** | Additional context | Additional context | ❌ TODO |,| **message** | Human readable | Human readable | ❌ TODO |,| **requestId** | Request identifier | Request identifier | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,99,TODO,| **requestId** | Request identifier | Request identifier | ❌ TODO |,| **details** | Additional context | Additional context | ❌ TODO |,| **timestamp** | ISO 8601 | ISO 8601 | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,100,TODO,| **timestamp** | ISO 8601 | ISO 8601 | ❌ TODO |,| **requestId** | Request identifier | Request identifier | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,108,TODO,| **Required Fields** | Validate structure | Validate required | ❌ TODO |,|------------|---------------------|---------------------|--------|,| **Field Types** | Type checking | Type checking | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,109,TODO,| **Field Types** | Type checking | Type checking | ❌ TODO |,| **Required Fields** | Validate structure | Validate required | ❌ TODO |,| **Value Constraints** | Range/format checks | Range/format checks | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,110,TODO,| **Value Constraints** | Range/format checks | Range/format checks | ❌ TODO |,| **Field Types** | Type checking | Type checking | ❌ TODO |,| **Cross-field Validation** | Referential integrity | Referential integrity | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,111,TODO,| **Cross-field Validation** | Referential integrity | Referential integrity | ❌ TODO |,| **Value Constraints** | Range/format checks | Range/format checks | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,117,TODO,| **ID Format** | Must be valid URI | Must be valid URI | ❌ TODO |,|-------|----------|-----------|--------|,| **Type Support** | Support AccumulateKeyPage | Support AccumulateKeyPage | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,118,TODO,| **Type Support** | Support AccumulateKeyPage | Support AccumulateKeyPage | ❌ TODO |,| **ID Format** | Must be valid URI | Must be valid URI | ❌ TODO |,| **Controller Match** | Must match DID | Must match DID | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,119,TODO,| **Controller Match** | Must match DID | Must match DID | ❌ TODO |,| **Type Support** | Support AccumulateKeyPage | Support AccumulateKeyPage | ❌ TODO |,| **Required Properties** | Complete structure | Complete structure | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,120,TODO,| **Required Properties** | Complete structure | Complete structure | ❌ TODO |,| **Controller Match** | Must match DID | Must match DID | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,128,TODO,| **Key Page URL** | Validate format | Enforce auth policy | ❌ TODO |,|--------|----------|-----------|--------|,| **Expected Location** | `acc://<adi>/book/1` | `acc://<adi>/book/1` | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,129,TODO,| **Expected Location** | `acc://<adi>/book/1` | `acc://<adi>/book/1` | ❌ TODO |,| **Key Page URL** | Validate format | Enforce auth policy | ❌ TODO |,| **Threshold Check** | N/A (read-only) | Verify signature threshold | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,130,TODO,| **Threshold Check** | N/A (read-only) | Verify signature threshold | ❌ TODO |,| **Expected Location** | `acc://<adi>/book/1` | `acc://<adi>/book/1` | ❌ TODO |,| **Authorization** | N/A | Validate against policy | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,131,TODO,| **Authorization** | N/A | Validate against policy | ❌ TODO |,| **Threshold Check** | N/A (read-only) | Verify signature threshold | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,137,TODO,"| **contentType** | Parse if present | Set to ""application/did+ld+json"" | ❌ TODO |",|-------|----------------------|---------------------|--------|,| **document** | Extract DID document | Wrap DID document | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,138,TODO,| **document** | Extract DID document | Wrap DID document | ❌ TODO |,"| **contentType** | Parse if present | Set to ""application/did+ld+json"" | ❌ TODO |",| **meta.versionId** | Use for metadata | Generate unique ID | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,139,TODO,| **meta.versionId** | Use for metadata | Generate unique ID | ❌ TODO |,| **document** | Extract DID document | Wrap DID document | ❌ TODO |,| **meta.timestamp** | Use for updated field | Set current time | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,140,TODO,| **meta.timestamp** | Use for updated field | Set current time | ❌ TODO |,| **meta.versionId** | Use for metadata | Generate unique ID | ❌ TODO |,| **meta.authorKeyPage** | Validate authority | Set from auth policy | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,141,TODO,| **meta.authorKeyPage** | Validate authority | Set from auth policy | ❌ TODO |,| **meta.timestamp** | Use for updated field | Set current time | ❌ TODO |,| **meta.proof** | Verify integrity | Generate proof data | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,142,TODO,| **meta.proof** | Verify integrity | Generate proof data | ❌ TODO |,| **meta.authorKeyPage** | Validate authority | Set from auth policy | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,150,TODO,| **Format** | Parse timestamp-hash | Generate timestamp-hash | ❌ TODO |,|-----------|----------|-----------|--------|,| **Timestamp** | Extract Unix timestamp | Use current Unix timestamp | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,151,TODO,| **Timestamp** | Extract Unix timestamp | Use current Unix timestamp | ❌ TODO |,| **Format** | Parse timestamp-hash | Generate timestamp-hash | ❌ TODO |,| **Hash Prefix** | Extract first 8 chars | Use first 8 chars of hash | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,152,TODO,| **Hash Prefix** | Extract first 8 chars | Use first 8 chars of hash | ❌ TODO |,| **Timestamp** | Extract Unix timestamp | Use current Unix timestamp | ❌ TODO |,| **Uniqueness** | Assume unique | Ensure uniqueness | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,153,TODO,| **Uniqueness** | Assume unique | Ensure uniqueness | ❌ TODO |,| **Hash Prefix** | Extract first 8 chars | Use first 8 chars of hash | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,159,TODO,| **Storage Model** | Read append-only | Write append-only | ❌ TODO |,|--------|----------|-----------|--------|,| **Version Time** | Support ?versionTime query | N/A | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,160,TODO,| **Version Time** | Support ?versionTime query | N/A | ❌ TODO |,| **Storage Model** | Read append-only | Write append-only | ❌ TODO |,| **Latest Version** | Default to latest | Create new version | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,161,TODO,| **Latest Version** | Default to latest | Create new version | ❌ TODO |,| **Version Time** | Support ?versionTime query | N/A | ❌ TODO |,| **Previous Version** | Link to previous | Set previousVersionId | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,162,TODO,| **Previous Version** | Link to previous | Set previousVersionId | ❌ TODO |,| **Latest Version** | Default to latest | Create new version | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,170,TODO,| **application/did+ld+json** | Default output | Default input | ❌ TODO |,|--------|----------|-----------|--------|,| **application/ld+json** | Alternative output | Alternative input | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,171,TODO,| **application/ld+json** | Alternative output | Alternative input | ❌ TODO |,| **application/did+ld+json** | Default output | Default input | ❌ TODO |,| **application/json** | Fallback output | Fallback input | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,172,TODO,| **application/json** | Fallback output | Fallback input | ❌ TODO |,| **application/ld+json** | Alternative output | Alternative input | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,178,TODO,| **Accept** | Respect client preference | N/A | ❌ TODO |,|--------|------------------|-------------------|--------|,| **Content-Type** | Set appropriate type | Validate input type | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,179,TODO,| **Content-Type** | Set appropriate type | Validate input type | ❌ TODO |,| **Accept** | Respect client preference | N/A | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,187,TODO,| **Valid Documents** | Use for resolution | Use for creation | ❌ TODO |,|---------------|----------------|-----------------|--------|,| **Invalid Documents** | Return errors | Reject creation | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,188,TODO,| **Invalid Documents** | Return errors | Reject creation | ❌ TODO |,| **Valid Documents** | Use for resolution | Use for creation | ❌ TODO |,| **Edge Cases** | Handle gracefully | Validate properly | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,189,TODO,| **Edge Cases** | Handle gracefully | Validate properly | ❌ TODO |,| **Invalid Documents** | Return errors | Reject creation | ❌ TODO |,| **Canonical JSON** | Parse correctly | Generate correctly | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,190,TODO,| **Canonical JSON** | Parse correctly | Generate correctly | ❌ TODO |,| **Edge Cases** | Handle gracefully | Validate properly | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,196,TODO,| **Create → Resolve** | Register then resolve same document | ❌ TODO |,|------|-------------|--------|,| **Update → Resolve** | Update then resolve latest version | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,197,TODO,| **Update → Resolve** | Update then resolve latest version | ❌ TODO |,| **Create → Resolve** | Register then resolve same document | ❌ TODO |,| **Deactivate → Resolve** | Deactivate then resolve shows deactivated | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,198,TODO,| **Deactivate → Resolve** | Deactivate then resolve shows deactivated | ❌ TODO |,| **Update → Resolve** | Update then resolve latest version | ❌ TODO |,"| **Version History** | Create multiple versions, resolve each | ❌ TODO |"
spec\PARITY-RESOLVER-REGISTRAR.md,199,TODO,"| **Version History** | Create multiple versions, resolve each | ❌ TODO |",| **Deactivate → Resolve** | Deactivate then resolve shows deactivated | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,207,TODO,| **API URL** | Same endpoint | Same endpoint | ❌ TODO |,|---------|----------|-----------|--------|,| **Timeout** | Read timeout | Write timeout | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,208,TODO,| **Timeout** | Read timeout | Write timeout | ❌ TODO |,| **API URL** | Same endpoint | Same endpoint | ❌ TODO |,| **Retry Policy** | Read retries | Write retries | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,209,TODO,| **Retry Policy** | Read retries | Write retries | ❌ TODO |,| **Timeout** | Read timeout | Write timeout | ❌ TODO |,| **Authentication** | API credentials | API credentials | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,210,TODO,| **Authentication** | API credentials | API credentials | ❌ TODO |,| **Retry Policy** | Read retries | Write retries | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,216,TODO,| **Max Document Size** | Same limit | Same limit | ❌ TODO |,|---------|----------|-----------|--------|,| **Max Array Length** | Same limit | Same limit | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,217,TODO,| **Max Array Length** | Same limit | Same limit | ❌ TODO |,| **Max Document Size** | Same limit | Same limit | ❌ TODO |,| **Allowed VM Types** | Same types | Same types | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,218,TODO,| **Allowed VM Types** | Same types | Same types | ❌ TODO |,| **Max Array Length** | Same limit | Same limit | ❌ TODO |,| **Service Endpoint Limits** | Same limits | Same limits | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,219,TODO,| **Service Endpoint Limits** | Same limits | Same limits | ❌ TODO |,| **Allowed VM Types** | Same types | Same types | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,227,TODO,| **Request Count** | Track resolutions | Track operations | ❌ TODO |,|--------|----------|-----------|--------|,| **Error Rate** | Track resolution errors | Track operation errors | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,228,TODO,| **Error Rate** | Track resolution errors | Track operation errors | ❌ TODO |,| **Request Count** | Track resolutions | Track operations | ❌ TODO |,| **Latency** | Resolution time | Operation time | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,229,TODO,| **Latency** | Resolution time | Operation time | ❌ TODO |,| **Error Rate** | Track resolution errors | Track operation errors | ❌ TODO |,| **Accumulate Calls** | API call count | API call count | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,230,TODO,| **Accumulate Calls** | API call count | API call count | ❌ TODO |,| **Latency** | Resolution time | Operation time | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,237,TODO,| **Accumulate Connectivity** | Test API connection | Test API connection | ❌ TODO |,| **Service Health** | Return 200 OK | Return 200 OK | ✅ DONE |,| **Database Connectivity** | N/A (stateless) | N/A (stateless) | ✅ N/A |
spec\PARITY-RESOLVER-REGISTRAR.md,246,TODO,"| **Create → Resolve** | Registrar creates, resolver resolves | ❌ TODO |",|---------------|-------------|--------|,"| **Update → Resolve** | Registrar updates, resolver gets latest | ❌ TODO |"
spec\PARITY-RESOLVER-REGISTRAR.md,247,TODO,"| **Update → Resolve** | Registrar updates, resolver gets latest | ❌ TODO |","| **Create → Resolve** | Registrar creates, resolver resolves | ❌ TODO |","| **Deactivate → Resolve** | Registrar deactivates, resolver shows status | ❌ TODO |"
spec\PARITY-RESOLVER-REGISTRAR.md,248,TODO,"| **Deactivate → Resolve** | Registrar deactivates, resolver shows status | ❌ TODO |","| **Update → Resolve** | Registrar updates, resolver gets latest | ❌ TODO |",| **Error Consistency** | Both services return same errors for same inputs | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,249,TODO,| **Error Consistency** | Both services return same errors for same inputs | ❌ TODO |,"| **Deactivate → Resolve** | Registrar deactivates, resolver shows status | ❌ TODO |",
spec\PARITY-RESOLVER-REGISTRAR.md,255,TODO,| **Canonical Equivalence** | Same document canonicalizes identically | ❌ TODO |,|------|-------------|--------|,| **Hash Verification** | Registrar hash matches resolver verification | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,256,TODO,| **Hash Verification** | Registrar hash matches resolver verification | ❌ TODO |,| **Canonical Equivalence** | Same document canonicalizes identically | ❌ TODO |,| **Metadata Alignment** | Generated metadata matches resolved metadata | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,257,TODO,| **Metadata Alignment** | Generated metadata matches resolved metadata | ❌ TODO |,| **Hash Verification** | Registrar hash matches resolver verification | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,265,TODO,| **Error Codes** | List all errors | List all errors | ❌ TODO |,|---------|---------------|----------------|--------|,| **Request Format** | N/A | Document structure | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,266,TODO,| **Request Format** | N/A | Document structure | ❌ TODO |,| **Error Codes** | List all errors | List all errors | ❌ TODO |,| **Response Format** | Document structure | Document structure | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,267,TODO,| **Response Format** | Document structure | Document structure | ❌ TODO |,| **Request Format** | N/A | Document structure | ❌ TODO |,| **Examples** | Valid requests/responses | Valid requests/responses | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,268,TODO,| **Examples** | Valid requests/responses | Valid requests/responses | ❌ TODO |,| **Response Format** | Document structure | Document structure | ❌ TODO |,
spec\PARITY-RESOLVER-REGISTRAR.md,274,TODO,| **Basic Usage** | Resolution example | Creation example | ❌ TODO |,|--------------|----------|-----------|--------|,| **Error Handling** | Error response example | Error response example | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,275,TODO,| **Error Handling** | Error response example | Error response example | ❌ TODO |,| **Basic Usage** | Resolution example | Creation example | ❌ TODO |,| **Advanced Features** | Version time example | Update example | ❌ TODO |
spec\PARITY-RESOLVER-REGISTRAR.md,276,TODO,| **Advanced Features** | Version time example | Update example | ❌ TODO |,| **Error Handling** | Error response example | Error response example | ❌ TODO |,
spec\PARITY-SPEC-RESOLVER.md,12,TODO,"| **DID URL Dereferencing** | [DID Core §7](https://www.w3.org/TR/did-core/#did-url-dereferencing) | ❌ TODO | Must support path, query, fragment |",|-------------|---------------|----------------------|-------|,"| **Resolution Result Format** | [DID Core §7.1](https://www.w3.org/TR/did-core/#did-resolution-result) | ❌ TODO | didDocument, didDocumentMetadata, didResolutionMetadata |"
spec\PARITY-SPEC-RESOLVER.md,13,TODO,"| **Resolution Result Format** | [DID Core §7.1](https://www.w3.org/TR/did-core/#did-resolution-result) | ❌ TODO | didDocument, didDocumentMetadata, didResolutionMetadata |","| **DID URL Dereferencing** | [DID Core §7](https://www.w3.org/TR/did-core/#did-url-dereferencing) | ❌ TODO | Must support path, query, fragment |",| **Content Type Handling** | [DID Core §7.1.2](https://www.w3.org/TR/did-core/#did-resolution-metadata) | ❌ TODO | application/did+ld+json default |
spec\PARITY-SPEC-RESOLVER.md,14,TODO,| **Content Type Handling** | [DID Core §7.1.2](https://www.w3.org/TR/did-core/#did-resolution-metadata) | ❌ TODO | application/did+ld+json default |,"| **Resolution Result Format** | [DID Core §7.1](https://www.w3.org/TR/did-core/#did-resolution-result) | ❌ TODO | didDocument, didDocumentMetadata, didResolutionMetadata |",| **Error Handling** | [DID Core §7.1.2](https://www.w3.org/TR/did-core/#did-resolution-metadata) | ❌ TODO | Standard error codes |
spec\PARITY-SPEC-RESOLVER.md,15,TODO,| **Error Handling** | [DID Core §7.1.2](https://www.w3.org/TR/did-core/#did-resolution-metadata) | ❌ TODO | Standard error codes |,| **Content Type Handling** | [DID Core §7.1.2](https://www.w3.org/TR/did-core/#did-resolution-metadata) | ❌ TODO | application/did+ld+json default |,
